user_id,animal,est_i,estimation
57041473,mouse,0,60
57041473,mouse,1,80
57041473,mouse,2,77
57041473,mouse,3,60
57041473,mouse,4,65
57041473,mouse,5,63
57041473,pigeon,0,87
57041473,pigeon,1,90
57041473,pigeon,2,92
57041473,pigeon,3,85
57041473,pigeon,4,83
57041473,pigeon,5,90
57041473,rabbit,0,100
57041473,rabbit,1,85
57041473,rabbit,2,80
57041473,rabbit,3,77
57041473,rabbit,4,85
57041473,rabbit,5,83
41335872,rabbit,0,10
41335872,rabbit,1,15
41335872,rabbit,2,18
41335872,rabbit,3,20
41335872,rabbit,4,15
41335872,rabbit,5,18
41335872,mouse,0,15
41335872,mouse,1,16
41335872,mouse,2,20
41335872,mouse,3,18
41335872,mouse,4,19
41335872,mouse,5,21
41335872,pigeon,0,9
41335872,pigeon,1,13
41335872,pigeon,2,2
41335872,pigeon,3,0
41335872,pigeon,4,2
41335872,pigeon,5,0
93613743,mouse,0,64
93613743,mouse,1,56
93613743,mouse,2,44
93613743,mouse,3,55
93613743,mouse,4,80
93613743,mouse,5,56
93613743,rabbit,0,85
93613743,rabbit,1,90
93613743,rabbit,2,10
93613743,rabbit,3,25
93613743,rabbit,4,35
93613743,rabbit,5,21
93613743,pigeon,0,39
93613743,pigeon,1,21
93613743,pigeon,2,47
93613743,pigeon,3,72
93613743,pigeon,4,34
93613743,pigeon,5,40
83731343,mouse,0,100
83731343,mouse,1,90
83731343,mouse,2,85
83731343,mouse,3,80
83731343,mouse,4,70
83731343,mouse,5,68
83731343,rabbit,0,80
83731343,rabbit,1,85
83731343,rabbit,2,80
83731343,rabbit,3,83
83731343,rabbit,4,81
83731343,rabbit,5,83
83731343,pigeon,0,100
83731343,pigeon,1,95
83731343,pigeon,2,97
83731343,pigeon,3,93
83731343,pigeon,4,95
83731343,pigeon,5,91

